id,subject_id,subject_name,evaluation_method_code,evaluation_method_name,evaluation_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
2380,INF1073,Xử lý ngôn ngữ tự nhiên,EM7,Kiểm tra trắc nghiệm,0.4385,0.7252,Thấp,[INF1073 - Xử lý ngôn ngữ tự nhiên] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2381,INF0263,Mạng máy tính,EM7,Kiểm tra trắc nghiệm,0.9173,0.1503,Cao,[INF0263 - Mạng máy tính] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2382,SKI0011,Kỹ năng thuyết trình,EM7,Kiểm tra trắc nghiệm,0.573,0.3956,Trung bình,[SKI0011 - Kỹ năng thuyết trình] Giám sát phòng thi chưa nghiêm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2383,INF0263,Mạng máy tính,EM7,Kiểm tra trắc nghiệm,0.6019,0.3251,Trung bình,[INF0263 - Mạng máy tính] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Rà soát câu nhiễu và công bố đáp án sớm
2384,INF1213,Robot công nghiệp,EM7,Kiểm tra trắc nghiệm,0.4226,0.3501,Trung bình,[INF1213 - Robot công nghiệp] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Điều chỉnh thời lượng và phân bố câu hỏi
2385,INF1453,Đồ họa máy tính,EM7,Kiểm tra trắc nghiệm,0.4548,0.6651,Thấp,[INF1453 - Đồ họa máy tính] Thời gian làm bài không tương xứng số câu (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2386,INF0992,Công nghệ IoT,EM7,Kiểm tra trắc nghiệm,0.6811,0.4203,Trung bình,[INF0992 - Công nghệ IoT] Giám sát phòng thi chưa nghiêm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2387,INF1522,Dự án nghề cơ bản,EM7,Kiểm tra trắc nghiệm,0.6372,0.6705,Thấp,[INF1522 - Dự án nghề cơ bản] Đáp án và thang điểm công bố chậm,Điều chỉnh thời lượng và phân bố câu hỏi
2388,INF1263,Kiểm thử phần mềm,EM7,Kiểm tra trắc nghiệm,0.797,0.2926,Cao,[INF1263 - Kiểm thử phần mềm] Giám sát phòng thi chưa nghiêm,Rà soát câu nhiễu và công bố đáp án sớm
2389,PLO0043,Triết học Mác - Lênin,EM7,Kiểm tra trắc nghiệm,0.9096,0.4133,Trung bình,[PLO0043 - Triết học Mác - Lênin] Thời gian làm bài không tương xứng số câu,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2390,INF0073,Cấu trúc dữ liệu và giải thuật,EM7,Kiểm tra trắc nghiệm,0.7535,0.8634,Tốt,[INF0073 - Cấu trúc dữ liệu và giải thuật] Đề thi chưa cân bằng độ khó giữa các chương,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2391,INF0083,Cơ sở dữ liệu,EM7,Kiểm tra trắc nghiệm,0.8154,0.8387,Thấp,[INF0083 - Cơ sở dữ liệu] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2392,INF1502,Xử lý hậu kỳ,EM7,Kiểm tra trắc nghiệm,0.7678,0.5926,Trung bình,[INF1502 - Xử lý hậu kỳ] Giám sát phòng thi chưa nghiêm,Tăng cường giám sát và quy trình phòng thi
2393,PLO0052,Kinh tế chính trị Mác - Lênin,EM7,Kiểm tra trắc nghiệm,0.9353,0.3516,Trung bình,[PLO0052 - Kinh tế chính trị Mác - Lênin] Giám sát phòng thi chưa nghiêm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2394,INF0303,Lập trình trên thiết bị di động,EM7,Kiểm tra trắc nghiệm,0.7277,0.3169,Trung bình,[INF0303 - Lập trình trên thiết bị di động] Thời gian làm bài không tương xứng số câu,Điều chỉnh thời lượng và phân bố câu hỏi
2395,INF0203,Lập trình hướng đối tượng và ứng dụng,EM7,Kiểm tra trắc nghiệm,0.6653,0.867,Tốt,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Giám sát phòng thi chưa nghiêm,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2396,INF0983,Nhập môn khoa học dữ liệu,EM7,Kiểm tra trắc nghiệm,0.8706,0.4415,Trung bình,[INF0983 - Nhập môn khoa học dữ liệu] Thời gian làm bài không tương xứng số câu (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2397,INF0103,Nhập môn Trí tuệ nhân tạo,EM7,Kiểm tra trắc nghiệm,0.2458,0.413,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Đề thi chưa cân bằng độ khó giữa các chương (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2398,INF1293,Phân tích dữ liệu lớn,EM7,Kiểm tra trắc nghiệm,0.6195,0.359,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Thời gian làm bài không tương xứng số câu,Điều chỉnh thời lượng và phân bố câu hỏi
2399,INF0893,Mật mã và An toàn thông tin,EM7,Kiểm tra trắc nghiệm,0.7577,0.1105,Cao,[INF0893 - Mật mã và An toàn thông tin] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2400,INF1263,Kiểm thử phần mềm,EM7,Kiểm tra trắc nghiệm,0.7756,0.6337,Thấp,[INF1263 - Kiểm thử phần mềm] Thời gian làm bài không tương xứng số câu (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2401,INF0073,Cấu trúc dữ liệu và giải thuật,EM7,Kiểm tra trắc nghiệm,0.654,0.4731,Trung bình,[INF0073 - Cấu trúc dữ liệu và giải thuật] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Điều chỉnh thời lượng và phân bố câu hỏi
2402,INF0103,Nhập môn Trí tuệ nhân tạo,EM7,Kiểm tra trắc nghiệm,0.5694,0.4549,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2403,INF1453,Đồ họa máy tính,EM7,Kiểm tra trắc nghiệm,0.6793,0.5683,Trung bình,[INF1453 - Đồ họa máy tính] Đề thi chưa cân bằng độ khó giữa các chương,Điều chỉnh thời lượng và phân bố câu hỏi
2404,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM7,Kiểm tra trắc nghiệm,0.8218,0.6289,Thấp,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Giám sát phòng thi chưa nghiêm",Điều chỉnh thời lượng và phân bố câu hỏi
2405,INF0823,Thiết kế web (frontend),EM7,Kiểm tra trắc nghiệm,0.7333,0.6265,Thấp,[INF0823 - Thiết kế web (frontend)] Thời gian làm bài không tương xứng số câu (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2406,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,EM7,Kiểm tra trắc nghiệm,0.5598,0.2728,Cao,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Đề thi chưa cân bằng độ khó giữa các chương,Tăng cường giám sát và quy trình phòng thi
2407,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM7,Kiểm tra trắc nghiệm,0.5361,0.6927,Thấp,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Đề thi chưa cân bằng độ khó giữa các chương (ghi nhận học kỳ này)",Tăng cường giám sát và quy trình phòng thi
2408,INF1522,Dự án nghề cơ bản,EM7,Kiểm tra trắc nghiệm,0.7989,0.6546,Thấp,[INF1522 - Dự án nghề cơ bản] Đáp án và thang điểm công bố chậm (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2409,INF1213,Robot công nghiệp,EM7,Kiểm tra trắc nghiệm,0.7213,0.5575,Trung bình,[INF1213 - Robot công nghiệp] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2410,INF0992,Công nghệ IoT,EM7,Kiểm tra trắc nghiệm,0.485,0.7172,Thấp,[INF0992 - Công nghệ IoT] Thời gian làm bài không tương xứng số câu,Tăng cường giám sát và quy trình phòng thi
2411,INF0433,Nhập môn lập trình,EM7,Kiểm tra trắc nghiệm,0.8562,0.4945,Trung bình,[INF0433 - Nhập môn lập trình] Thời gian làm bài không tương xứng số câu (ghi nhận học kỳ này),Rà soát câu nhiễu và công bố đáp án sớm
2412,INF0823,Thiết kế web (frontend),EM7,Kiểm tra trắc nghiệm,0.5062,0.6904,Thấp,[INF0823 - Thiết kế web (frontend)] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2413,INF1393,Kiến trúc máy tính,EM7,Kiểm tra trắc nghiệm,0.5545,0.7302,Thấp,[INF1393 - Kiến trúc máy tính] Đáp án và thang điểm công bố chậm,Điều chỉnh thời lượng và phân bố câu hỏi
2414,INF1293,Phân tích dữ liệu lớn,EM7,Kiểm tra trắc nghiệm,0.6414,0.5588,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Đề thi chưa cân bằng độ khó giữa các chương (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2415,INF1423,Thiết kế hình ảnh,EM7,Kiểm tra trắc nghiệm,0.7029,0.7452,Thấp,[INF1423 - Thiết kế hình ảnh] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Rà soát câu nhiễu và công bố đáp án sớm
2416,INF1403,Anh văn chuyên ngành CNTT,EM7,Kiểm tra trắc nghiệm,0.6949,0.4674,Trung bình,[INF1403 - Anh văn chuyên ngành CNTT] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2417,INF1383,Tin học cơ sở (Introduction to Informatics),EM7,Kiểm tra trắc nghiệm,0.8909,0.3585,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Đề thi chưa cân bằng độ khó giữa các chương,Tăng cường giám sát và quy trình phòng thi
2418,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM7,Kiểm tra trắc nghiệm,0.9337,0.1431,Cao,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Câu trắc nghiệm có nhiễu gây hiểu nhầm",Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2419,INF0823,Thiết kế web (frontend),EM7,Kiểm tra trắc nghiệm,0.5519,0.143,Cao,[INF0823 - Thiết kế web (frontend)] Đáp án và thang điểm công bố chậm,Tăng cường giám sát và quy trình phòng thi
2420,INF0083,Cơ sở dữ liệu,EM7,Kiểm tra trắc nghiệm,0.7247,0.1961,Cao,[INF0083 - Cơ sở dữ liệu] Đáp án và thang điểm công bố chậm,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2421,INF1473,Học sâu,EM7,Kiểm tra trắc nghiệm,0.9059,0.578,Trung bình,[INF1473 - Học sâu] Thời gian làm bài không tương xứng số câu,Điều chỉnh thời lượng và phân bố câu hỏi
2422,INF0203,Lập trình hướng đối tượng và ứng dụng,EM7,Kiểm tra trắc nghiệm,0.7007,0.4687,Trung bình,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Tăng cường giám sát và quy trình phòng thi
2423,INF1443,Thiết kế UX/UI,EM7,Kiểm tra trắc nghiệm,0.7991,0.5467,Trung bình,[INF1443 - Thiết kế UX/UI] Thời gian làm bài không tương xứng số câu,Điều chỉnh thời lượng và phân bố câu hỏi
2424,INF1443,Thiết kế UX/UI,EM7,Kiểm tra trắc nghiệm,0.7075,0.4978,Trung bình,[INF1443 - Thiết kế UX/UI] Giám sát phòng thi chưa nghiêm,Rà soát câu nhiễu và công bố đáp án sớm
2425,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM7,Kiểm tra trắc nghiệm,0.799,0.1245,Cao,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Đề thi chưa cân bằng độ khó giữa các chương (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2426,INF1073,Xử lý ngôn ngữ tự nhiên,EM7,Kiểm tra trắc nghiệm,0.8724,0.2307,Cao,[INF1073 - Xử lý ngôn ngữ tự nhiên] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Chuẩn hoá ngân hàng câu hỏi theo ma trận
2427,INF0103,Nhập môn Trí tuệ nhân tạo,EM7,Kiểm tra trắc nghiệm,0.5652,0.3258,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Thời gian làm bài không tương xứng số câu,Rà soát câu nhiễu và công bố đáp án sớm
2428,INF0073,Cấu trúc dữ liệu và giải thuật,EM7,Kiểm tra trắc nghiệm,0.9016,0.2373,Cao,[INF0073 - Cấu trúc dữ liệu và giải thuật] Đề thi chưa cân bằng độ khó giữa các chương,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2429,INF0912,An ninh mạng,EM7,Kiểm tra trắc nghiệm,0.445,0.4649,Trung bình,[INF0912 - An ninh mạng] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2430,INF0103,Nhập môn Trí tuệ nhân tạo,EM7,Kiểm tra trắc nghiệm,0.5736,0.4736,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Đáp án và thang điểm công bố chậm,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2431,INF1063,Học máy (Machine Learning),EM7,Kiểm tra trắc nghiệm,0.7561,0.6405,Thấp,[INF1063 - Học máy (Machine Learning)] Đáp án và thang điểm công bố chậm (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2432,INF1263,Kiểm thử phần mềm,EM7,Kiểm tra trắc nghiệm,0.6018,0.3618,Trung bình,[INF1263 - Kiểm thử phần mềm] Thời gian làm bài không tương xứng số câu,Điều chỉnh thời lượng và phân bố câu hỏi
2433,INF0153,Hệ điều hành,EM7,Kiểm tra trắc nghiệm,0.8388,0.926,Tốt,[INF0153 - Hệ điều hành] Thời gian làm bài không tương xứng số câu,Rà soát câu nhiễu và công bố đáp án sớm
2434,INF0243,Lập trình web (Backend),EM7,Kiểm tra trắc nghiệm,0.619,0.545,Trung bình,[INF0243 - Lập trình web (Backend)] Đáp án và thang điểm công bố chậm,Điều chỉnh thời lượng và phân bố câu hỏi
2435,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM7,Kiểm tra trắc nghiệm,0.4027,0.1966,Cao,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Đáp án và thang điểm công bố chậm,Điều chỉnh thời lượng và phân bố câu hỏi
2436,INF0083,Cơ sở dữ liệu,EM7,Kiểm tra trắc nghiệm,0.5161,0.159,Cao,[INF0083 - Cơ sở dữ liệu] Đáp án và thang điểm công bố chậm,Điều chỉnh thời lượng và phân bố câu hỏi
2437,INF1522,Dự án nghề cơ bản,EM7,Kiểm tra trắc nghiệm,0.3519,0.8935,Tốt,[INF1522 - Dự án nghề cơ bản] Thời gian làm bài không tương xứng số câu,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2438,INF0823,Thiết kế web (frontend),EM7,Kiểm tra trắc nghiệm,0.7748,0.3426,Trung bình,[INF0823 - Thiết kế web (frontend)] Giám sát phòng thi chưa nghiêm,Tăng cường giám sát và quy trình phòng thi
2439,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM7,Kiểm tra trắc nghiệm,0.7254,0.4743,Trung bình,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Đáp án và thang điểm công bố chậm (ghi nhận học kỳ này)",Tăng cường giám sát và quy trình phòng thi
2440,INF1293,Phân tích dữ liệu lớn,EM7,Kiểm tra trắc nghiệm,0.5627,0.6984,Thấp,[INF1293 - Phân tích dữ liệu lớn] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2441,INF0433,Nhập môn lập trình,EM7,Kiểm tra trắc nghiệm,0.5638,0.6871,Thấp,[INF0433 - Nhập môn lập trình] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2442,INF1073,Xử lý ngôn ngữ tự nhiên,EM7,Kiểm tra trắc nghiệm,1.0,0.4514,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Giám sát phòng thi chưa nghiêm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2443,INF0263,Mạng máy tính,EM7,Kiểm tra trắc nghiệm,0.7805,0.2219,Cao,[INF0263 - Mạng máy tính] Thời gian làm bài không tương xứng số câu,Rà soát câu nhiễu và công bố đáp án sớm
2444,INF0303,Lập trình trên thiết bị di động,EM7,Kiểm tra trắc nghiệm,0.6422,0.7633,Thấp,[INF0303 - Lập trình trên thiết bị di động] Đề thi chưa cân bằng độ khó giữa các chương,Điều chỉnh thời lượng và phân bố câu hỏi
2445,INF0203,Lập trình hướng đối tượng và ứng dụng,EM7,Kiểm tra trắc nghiệm,0.6094,0.3248,Trung bình,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Giám sát phòng thi chưa nghiêm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2446,INF0893,Mật mã và An toàn thông tin,EM7,Kiểm tra trắc nghiệm,0.9069,0.5341,Trung bình,[INF0893 - Mật mã và An toàn thông tin] Đề thi chưa cân bằng độ khó giữa các chương,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2447,INF1353,Phát triển ứng dụng Thực tế ảo,EM7,Kiểm tra trắc nghiệm,0.6932,0.1282,Cao,[INF1353 - Phát triển ứng dụng Thực tế ảo] Câu trắc nghiệm có nhiễu gây hiểu nhầm (ghi nhận học kỳ này),Rà soát câu nhiễu và công bố đáp án sớm
2448,INF1383,Tin học cơ sở (Introduction to Informatics),EM7,Kiểm tra trắc nghiệm,0.7781,0.3956,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2449,BSC0092,Phương pháp luận nghiên cứu khoa học,EM7,Kiểm tra trắc nghiệm,0.6769,0.3062,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2450,INF0137,Đồ án tốt nghiệp (**),EM7,Kiểm tra trắc nghiệm,0.961,0.7268,Thấp,[INF0137 - Đồ án tốt nghiệp (**)] Giám sát phòng thi chưa nghiêm,Rà soát câu nhiễu và công bố đáp án sớm
2451,INF0992,Công nghệ IoT,EM7,Kiểm tra trắc nghiệm,0.6733,0.54,Trung bình,[INF0992 - Công nghệ IoT] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2452,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,EM7,Kiểm tra trắc nghiệm,0.6028,0.465,Trung bình,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Đề thi chưa cân bằng độ khó giữa các chương,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2453,INF1213,Robot công nghiệp,EM7,Kiểm tra trắc nghiệm,0.3912,0.3484,Trung bình,[INF1213 - Robot công nghiệp] Đáp án và thang điểm công bố chậm,Rà soát câu nhiễu và công bố đáp án sớm
2454,INF1433,Thiết kế minh hoạ,EM7,Kiểm tra trắc nghiệm,0.2886,0.8753,Tốt,[INF1433 - Thiết kế minh hoạ] Thời gian làm bài không tương xứng số câu,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2455,INF1502,Xử lý hậu kỳ,EM7,Kiểm tra trắc nghiệm,0.3897,0.4572,Trung bình,[INF1502 - Xử lý hậu kỳ] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Rà soát câu nhiễu và công bố đáp án sớm
2456,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,EM7,Kiểm tra trắc nghiệm,0.6995,0.7663,Thấp,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Đáp án và thang điểm công bố chậm,Điều chỉnh thời lượng và phân bố câu hỏi
2457,INF1543,Thực tập tốt nghiệp,EM7,Kiểm tra trắc nghiệm,0.9598,0.5472,Trung bình,[INF1543 - Thực tập tốt nghiệp] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2458,INF1443,Thiết kế UX/UI,EM7,Kiểm tra trắc nghiệm,0.6234,0.2459,Cao,[INF1443 - Thiết kế UX/UI] Đề thi chưa cân bằng độ khó giữa các chương (ghi nhận học kỳ này),Tăng cường giám sát và quy trình phòng thi
2459,INF1463,Khai phá dữ liệu,EM7,Kiểm tra trắc nghiệm,0.9655,0.3715,Trung bình,[INF1463 - Khai phá dữ liệu] Đáp án và thang điểm công bố chậm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2460,INF0823,Thiết kế web (frontend),EM7,Kiểm tra trắc nghiệm,0.762,0.663,Thấp,[INF0823 - Thiết kế web (frontend)] Thời gian làm bài không tương xứng số câu,Rà soát câu nhiễu và công bố đáp án sớm
2461,INF1473,Học sâu,EM7,Kiểm tra trắc nghiệm,0.8997,0.6813,Thấp,[INF1473 - Học sâu] Đáp án và thang điểm công bố chậm (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2462,INF0983,Nhập môn khoa học dữ liệu,EM7,Kiểm tra trắc nghiệm,0.7037,0.3364,Trung bình,[INF0983 - Nhập môn khoa học dữ liệu] Giám sát phòng thi chưa nghiêm,Tăng cường giám sát và quy trình phòng thi
2463,INF0103,Nhập môn Trí tuệ nhân tạo,EM7,Kiểm tra trắc nghiệm,0.5768,0.9136,Tốt,[INF0103 - Nhập môn Trí tuệ nhân tạo] Giám sát phòng thi chưa nghiêm,Điều chỉnh thời lượng và phân bố câu hỏi
2464,INF1293,Phân tích dữ liệu lớn,EM7,Kiểm tra trắc nghiệm,0.7544,0.5895,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Rà soát câu nhiễu và công bố đáp án sớm
2465,INF0083,Cơ sở dữ liệu,EM7,Kiểm tra trắc nghiệm,0.4528,0.4659,Trung bình,[INF0083 - Cơ sở dữ liệu] Thời gian làm bài không tương xứng số câu,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2466,INF1433,Thiết kế minh hoạ,EM7,Kiểm tra trắc nghiệm,0.8563,0.8002,Thấp,[INF1433 - Thiết kế minh hoạ] Thời gian làm bài không tương xứng số câu (ghi nhận học kỳ này),Chuẩn hoá ngân hàng câu hỏi theo ma trận
2467,SKI0061,Kỹ năng tư duy phản biện,EM7,Kiểm tra trắc nghiệm,0.9462,0.5859,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Điều chỉnh thời lượng và phân bố câu hỏi
2468,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM7,Kiểm tra trắc nghiệm,0.8587,0.6798,Thấp,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Giám sát phòng thi chưa nghiêm",Chuẩn hoá ngân hàng câu hỏi theo ma trận
2469,INF1263,Kiểm thử phần mềm,EM7,Kiểm tra trắc nghiệm,0.8217,0.6837,Thấp,[INF1263 - Kiểm thử phần mềm] Thời gian làm bài không tương xứng số câu,Rà soát câu nhiễu và công bố đáp án sớm
2470,INF1453,Đồ họa máy tính,EM7,Kiểm tra trắc nghiệm,0.7783,0.284,Cao,[INF1453 - Đồ họa máy tính] Đáp án và thang điểm công bố chậm,Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2471,INF1493,Thiết kế đồ họa,EM7,Kiểm tra trắc nghiệm,0.7733,0.6004,Thấp,[INF1493 - Thiết kế đồ họa] Giám sát phòng thi chưa nghiêm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2472,INF1423,Thiết kế hình ảnh,EM7,Kiểm tra trắc nghiệm,0.5639,0.4344,Trung bình,[INF1423 - Thiết kế hình ảnh] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2473,INF1203,Hệ thống thông minh,EM7,Kiểm tra trắc nghiệm,0.9511,0.4977,Trung bình,[INF1203 - Hệ thống thông minh] Đáp án và thang điểm công bố chậm (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2474,INF1143,Xử lý ảnh số và thị giác máy tính,EM7,Kiểm tra trắc nghiệm,0.4961,0.9102,Tốt,[INF1143 - Xử lý ảnh số và thị giác máy tính] Giám sát phòng thi chưa nghiêm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2475,INF1143,Xử lý ảnh số và thị giác máy tính,EM7,Kiểm tra trắc nghiệm,0.9421,0.5399,Trung bình,[INF1143 - Xử lý ảnh số và thị giác máy tính] Giám sát phòng thi chưa nghiêm (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2476,INF0992,Công nghệ IoT,EM7,Kiểm tra trắc nghiệm,0.2998,0.1856,Cao,[INF0992 - Công nghệ IoT] Đáp án và thang điểm công bố chậm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2477,INF0893,Mật mã và An toàn thông tin,EM7,Kiểm tra trắc nghiệm,0.8245,0.2092,Cao,[INF0893 - Mật mã và An toàn thông tin] Đáp án và thang điểm công bố chậm,Tăng cường giám sát và quy trình phòng thi
2478,PLO0032,Tư tưởng Hồ Chí Minh,EM7,Kiểm tra trắc nghiệm,0.4052,0.3529,Trung bình,[PLO0032 - Tư tưởng Hồ Chí Minh] Thời gian làm bài không tương xứng số câu,Tăng cường giám sát và quy trình phòng thi
2479,INF1413,Cơ sở tạo hình,EM7,Kiểm tra trắc nghiệm,0.7931,0.5246,Trung bình,[INF1413 - Cơ sở tạo hình] Đề thi chưa cân bằng độ khó giữa các chương (ghi nhận học kỳ này),Đào tạo thiết kế câu hỏi trắc nghiệm cho giảng viên
2480,SKI0091,Kỹ năng khởi nghiệp,EM7,Kiểm tra trắc nghiệm,0.766,0.7229,Thấp,[SKI0091 - Kỹ năng khởi nghiệp] Đáp án và thang điểm công bố chậm (ghi nhận học kỳ này),Chuẩn hoá ngân hàng câu hỏi theo ma trận
2481,BSC0092,Phương pháp luận nghiên cứu khoa học,EM7,Kiểm tra trắc nghiệm,0.8497,0.6987,Thấp,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Thời gian làm bài không tương xứng số câu,Rà soát câu nhiễu và công bố đáp án sớm
2482,INF0912,An ninh mạng,EM7,Kiểm tra trắc nghiệm,0.642,0.2032,Cao,[INF0912 - An ninh mạng] Đáp án và thang điểm công bố chậm,Chuẩn hoá ngân hàng câu hỏi theo ma trận
2483,INF1213,Robot công nghiệp,EM7,Kiểm tra trắc nghiệm,0.7655,0.0634,Cao,[INF1213 - Robot công nghiệp] Câu trắc nghiệm có nhiễu gây hiểu nhầm,Tăng cường giám sát và quy trình phòng thi
